TIMESTAMP,HEAD_POS_REL,HEAD_EULER_REL,CONTROLLER_1_POS_GLB,CONTROLLER_1_EULER_GLB,CONTROLLER_2_POS_GLB,CONTROLLER_2_EULER_GLB
2019-11-08-18-00-04-826000,"[0.2880074977874756, 1.4040486812591553, -0.006968021392822266]","[-6.6400322914123535, -27.38396644592285, -2.478496789932251]","[0.1089792251586914, 1.310678482055664, 0.6153817176818848]","[-16.47263526916504, -3.9608263969421387, -15.673636436462402]","[-0.31078267097473145, 1.1962263584136963, 0.4240908622741699]","[-50.02068328857422, -13.370321273803711, 9.573077201843262]"
2019-11-08-18-00-05-328000,"[0.2867889404296875, 1.404586911201477, 0.00013446807861328125]","[-6.351062774658203, -27.609764099121094, -2.4356677532196045]","[0.15300893783569336, 1.3443288803100586, 0.6194558143615723]","[-11.156731605529785, -7.147779941558838, -3.9265270233154297]","[-0.26854968070983887, 1.1926945447921753, 0.4473586082458496]","[-48.55228805541992, -12.861420631408691, 10.166116714477539]"
2019-11-08-18-00-05-829000,"[0.2910444736480713, 1.4033403396606445, -0.003113985061645508]","[-6.349133491516113, -27.502111434936523, -2.5835120677948]","[0.15074729919433594, 1.4407577514648438, 0.6219272613525391]","[-11.793017387390137, -9.495096206665039, 1.9435851573944092]","[-0.27153897285461426, 1.191666603088379, 0.4458911418914795]","[-48.8776741027832, -12.04997730255127, 10.083212852478027]"
2019-11-08-18-00-06-330000,"[0.29073286056518555, 1.40462327003479, -0.0023643970489501953]","[-6.04041051864624, -27.16461753845215, -2.6982035636901855]","[0.14150071144104004, 1.4241969585418701, 0.6074023246765137]","[-12.00373363494873, -4.805092811584473, 4.173558235168457]","[-0.27271580696105957, 1.1896131038665771, 0.4361567497253418]","[-48.8028450012207, -11.265440940856934, 11.338828086853027]"
2019-11-08-18-00-06-499000,"[0.28991246223449707, 1.404937982559204, -0.0023870468139648438]","[-6.0299811363220215, -27.18157958984375, -2.6882877349853516]","[0.1369340419769287, 1.4259369373321533, 0.6150815486907959]","[-11.297999382019043, -5.069233417510986, 3.84433650970459]","[-0.2726595401763916, 1.1909825801849365, 0.4370288848876953]","[-48.57028579711914, -11.744906425476074, 11.71208667755127]"
2019-11-08-18-00-06-830000,"[0.2894468307495117, 1.4035931825637817, -0.0007574558258056641]","[-5.969369411468506, -26.948617935180664, -2.608882188796997]","[0.14019513130187988, 1.4203318357467651, 0.6087064743041992]","[-11.962153434753418, -4.448019504547119, 3.6527082920074463]","[-0.2757441997528076, 1.1875932216644287, 0.43613362312316895]","[-49.18886184692383, -11.020246505737305, 11.058699607849121]"
2019-11-08-18-00-07-004000,"[0.2885899543762207, 1.4028000831604004, 0.0021011829376220703]","[-5.855292797088623, -26.866506576538086, -2.6884684562683105]","[0.1374340057373047, 1.4134774208068848, 0.6094002723693848]","[-12.73071575164795, -3.803525924682617, 4.672858238220215]","[-0.2740340232849121, 1.1879386901855469, 0.4330172538757324]","[-49.06864929199219, -11.330077171325684, 11.00135612487793]"
2019-11-08-18-00-07-331000,"[0.28891777992248535, 1.4023754596710205, 0.00526118278503418]","[-5.654665946960449, -26.866918563842773, -2.844195604324341]","[0.12379956245422363, 1.410085916519165, 0.6109151840209961]","[-13.543203353881836, -2.8073010444641113, 3.391251802444458]","[-0.2825753688812256, 1.1869440078735352, 0.4193902015686035]","[-50.33380126953125, -10.656126976013184, 10.550549507141113]"
2019-11-08-18-00-07-832000,"[0.2861616611480713, 1.4020135402679443, 0.011619329452514648]","[-5.959409236907959, -26.860544204711914, -2.8779399394989014]","[0.09695816040039062, 1.4201992750167847, 0.6132495403289795]","[-13.692608833312988, -9.917080879211426, -0.36804115772247314]","[-0.3055999279022217, 1.187290072441101, 0.39176511764526367]","[-54.582977294921875, -10.859789848327637, 8.466085433959961]"
2019-11-08-18-00-08-332000,"[0.28432512283325195, 1.4020280838012695, 0.013573169708251953]","[-6.031991481781006, -26.684961318969727, -3.0977859497070312]","[0.10563063621520996, 1.4312620162963867, 0.594383955001831]","[-9.326391220092773, -13.423553466796875, 6.232094764709473]","[-0.2953314781188965, 1.1875048875808716, 0.3929405212402344]","[-51.49839401245117, -10.774785995483398, 8.866044044494629]"
2019-11-08-18-00-08-833000,"[0.2831301689147949, 1.401648998260498, 0.0053119659423828125]","[-6.020718097686768, -26.64405059814453, -2.710306167602539]","[0.12681269645690918, 1.3829469680786133, 0.587578535079956]","[-4.382836818695068, -3.240706205368042, 8.520447731018066]","[-0.2898843288421631, 1.1913411617279053, 0.4108920097351074]","[-48.56856155395508, -11.517401695251465, 10.481897354125977]"
2019-11-08-18-00-09-334000,"[0.2846825122833252, 1.4026788473129272, 0.0033903121948242188]","[-5.946595191955566, -26.898212432861328, -2.4936587810516357]","[0.10805773735046387, 1.2859725952148438, 0.560089111328125]","[17.12664794921875, -19.48431968688965, 0.6273936033248901]","[-0.2857670783996582, 1.1930508613586426, 0.41606640815734863]","[-47.39747619628906, -13.122028350830078, 8.495320320129395]"
2019-11-08-18-00-09-834000,"[0.2872626781463623, 1.4036991596221924, -0.005635261535644531]","[-6.428613662719727, -27.485595703125, -2.533215045928955]","[0.0839834213256836, 1.256832480430603, 0.5443511009216309]","[17.45161247253418, -16.806394577026367, -3.0469350814819336]","[-0.30054187774658203, 1.1976462602615356, 0.414931058883667]","[-47.634422302246094, -14.235710144042969, 10.055215835571289]"
2019-11-08-18-00-10-335000,"[0.2908010482788086, 1.4019241333007812, -0.004540443420410156]","[-4.992626190185547, -27.12532615661621, -2.964367628097534]","[0.011081695556640625, 1.2775542736053467, 0.5430009365081787]","[13.783464431762695, -20.682960510253906, 6.349158763885498]","[-0.3579082489013672, 1.2030668258666992, 0.40653443336486816]","[-48.83716583251953, -13.062400817871094, 10.614437103271484]"
2019-11-08-18-00-10-835000,"[0.2779664993286133, 1.4020848274230957, -0.0006680488586425781]","[-8.283655166625977, -27.298166275024414, -3.678279399871826]","[-0.03993821144104004, 1.2418540716171265, 0.5209965705871582]","[15.225912094116211, -8.3095703125, -1.0842459201812744]","[-0.41809582710266113, 1.2084507942199707, 0.38201189041137695]","[-48.29545593261719, -14.067699432373047, 9.837154388427734]"
2019-11-08-18-00-11-335000,"[0.28714728355407715, 1.4018417596817017, -0.0002315044403076172]","[-5.7096967697143555, -27.033061981201172, -3.093224048614502]","[-0.05767488479614258, 1.2462849617004395, 0.5213882923126221]","[15.180586814880371, -9.376323699951172, 1.170028567314148]","[-0.4263463020324707, 1.2086760997772217, 0.37760257720947266]","[-48.43161392211914, -13.992308616638184, 10.154623031616211]"
2019-11-08-18-00-11-836000,"[0.3003709316253662, 1.4010658264160156, -0.0017554759979248047]","[-1.2284306287765503, -26.920461654663086, -2.6992921829223633]","[-0.05480694770812988, 1.2376277446746826, 0.5453736782073975]","[16.46706771850586, -7.469818115234375, 2.2863845825195312]","[-0.4183969497680664, 1.2086122035980225, 0.3839535713195801]","[-48.762733459472656, -13.810955047607422, 10.345884323120117]"
2019-11-08-18-00-12-127000,"[0.2986936569213867, 1.401005744934082, -0.0015633106231689453]","[-2.368176221847534, -26.742908477783203, -2.7447657585144043]","[-0.0709848403930664, 1.2359408140182495, 0.5574700832366943]","[16.121274948120117, -6.745134353637695, 2.985629081726074]","[-0.4194047451019287, 1.2082982063293457, 0.38750553131103516]","[-48.8626708984375, -13.878515243530273, 10.063117980957031]"
2019-11-08-18-00-12-337000,"[0.29497528076171875, 1.401780128479004, -0.00091552734375]","[-3.566843271255493, -26.900426864624023, -2.681704521179199]","[-0.07807445526123047, 1.2348549365997314, 0.5619907379150391]","[16.68985939025879, -5.594155311584473, 1.8702127933502197]","[-0.42026233673095703, 1.205749273300171, 0.3897438049316406]","[-48.86806106567383, -13.3359956741333, 9.902252197265625]"
2019-11-08-18-00-12-633000,"[0.2910182476043701, 1.4028961658477783, -0.0014503002166748047]","[-4.700693130493164, -26.888853073120117, -2.880215883255005]","[-0.07746028900146484, 1.2334787845611572, 0.5670952796936035]","[16.48499298095703, -4.059250354766846, 1.6290366649627686]","[-0.42124056816101074, 1.2046496868133545, 0.3947732448577881]","[-48.864505767822266, -13.090578079223633, 9.8709135055542]"
2019-11-08-18-00-12-838000,"[0.2899336814880371, 1.4028675556182861, -0.002858400344848633]","[-5.001770973205566, -26.800949096679688, -3.032092571258545]","[-0.06592822074890137, 1.2263602018356323, 0.5596675872802734]","[16.599653244018555, -3.19567608833313, 1.9888728857040405]","[-0.420041561126709, 1.2041199207305908, 0.395648717880249]","[-48.74676513671875, -13.049907684326172, 9.707765579223633]"
2019-11-08-18-00-13-338000,"[0.2895474433898926, 1.4022952318191528, -0.004921913146972656]","[-4.058651924133301, -26.914888381958008, -2.8343214988708496]","[-0.04571652412414551, 1.20444655418396, 0.5301668643951416]","[16.330120086669922, -1.422978162765503, 3.023881196975708]","[-0.417919397354126, 1.1935744285583496, 0.3761940002441406]","[-47.47587585449219, -11.54519271850586, 7.894489765167236]"
2019-11-08-18-00-13-839000,"[0.2921428680419922, 1.4013346433639526, -0.007500886917114258]","[-3.8363089561462402, -26.950084686279297, -2.5750045776367188]","[-0.050020456314086914, 1.1918225288391113, 0.5167887210845947]","[13.946324348449707, 0.8405107855796814, 1.9512971639633179]","[-0.42864108085632324, 1.2038815021514893, 0.37357664108276367]","[-49.3121223449707, -12.048830032348633, 9.793619155883789]"
2019-11-08-18-00-14-340000,"[0.2923257350921631, 1.4012620449066162, -0.01002192497253418]","[-4.796955108642578, -27.067298889160156, -2.6676456928253174]","[-0.057938337326049805, 1.1962547302246094, 0.5242645740509033]","[13.467357635498047, 1.8213189840316772, 2.0148093700408936]","[-0.43709659576416016, 1.2059507369995117, 0.388336181640625]","[-50.069488525390625, -12.063691139221191, 11.064688682556152]"
2019-11-08-18-00-14-842000,"[0.29856204986572266, 1.4002747535705566, -0.015147686004638672]","[-4.246227741241455, -27.200149536132812, -2.4665088653564453]","[-0.050484418869018555, 1.177213191986084, 0.5595595836639404]","[11.98348331451416, 0.8833096027374268, 2.703782081604004]","[-0.40981125831604004, 1.1808810234069824, 0.4024825096130371]","[-50.14055633544922, -11.472342491149902, 8.124335289001465]"
2019-11-08-18-00-15-342000,"[0.29799795150756836, 1.4012057781219482, -0.016932010650634766]","[-4.563510417938232, -27.258953094482422, -2.397763967514038]","[-0.1143958568572998, 1.2844715118408203, 0.5345003604888916]","[1.7858014106750488, -9.23746109008789, -7.5893683433532715]","[-0.4292454719543457, 1.1936638355255127, 0.37976765632629395]","[-49.0616569519043, -11.65014934539795, 9.918375968933105]"
2019-11-08-18-00-15-842000,"[0.29915571212768555, 1.4031245708465576, -0.020977020263671875]","[-4.353343486785889, -27.471263885498047, -2.629711389541626]","[-0.11293363571166992, 1.2878732681274414, 0.5277132987976074]","[9.181379318237305, -6.577213287353516, -6.787346363067627]","[-0.463639497756958, 1.2032643556594849, 0.35307884216308594]","[-50.92597579956055, -10.042015075683594, 11.544999122619629]"
2019-11-08-18-00-16-343000,"[0.29987144470214844, 1.4036694765090942, -0.0217435359954834]","[-4.134796142578125, -27.931560516357422, -3.0083425045013428]","[-0.11364483833312988, 1.2467691898345947, 0.5469861030578613]","[10.523483276367188, -0.9391033053398132, -3.984441041946411]","[-0.4477982521057129, 1.2061412334442139, 0.36560583114624023]","[-50.55241394042969, -11.09499740600586, 12.326725006103516]"
2019-11-08-18-00-16-843000,"[0.29677391052246094, 1.4031494855880737, -0.016168594360351562]","[-4.042782306671143, -27.94040298461914, -3.0107674598693848]","[-0.1328725814819336, 1.2704944610595703, 0.5719501972198486]","[8.016672134399414, -5.590548038482666, 0.32458311319351196]","[-0.44045591354370117, 1.206986665725708, 0.37523508071899414]","[-51.219947814941406, -11.056568145751953, 11.879035949707031]"
2019-11-08-18-00-16-908000,"[0.29601478576660156, 1.403235673904419, -0.014720678329467773]","[-4.046275615692139, -27.906272888183594, -3.0206100940704346]","[-0.13775348663330078, 1.2707843780517578, 0.5715069770812988]","[7.469059467315674, -4.301981449127197, -1.3029989004135132]","[-0.4405505657196045, 1.2086657285690308, 0.37240171432495117]","[-50.93764877319336, -11.521183967590332, 12.035898208618164]"
2019-11-08-18-00-17-343000,"[0.2937626838684082, 1.4023871421813965, -0.010909557342529297]","[-4.153822898864746, -27.865964889526367, -2.9849112033843994]","[-0.14066219329833984, 1.2637240886688232, 0.5597496032714844]","[7.239120006561279, -0.9688876867294312, -2.431398630142212]","[-0.4482457637786865, 1.2187728881835938, 0.36742305755615234]","[-51.65043640136719, -11.944677352905273, 11.073375701904297]"
2019-11-08-18-00-17-415000,"[0.292736291885376, 1.4024746417999268, -0.010612726211547852]","[-4.209901332855225, -27.971399307250977, -3.012572765350342]","[-0.13625597953796387, 1.2646406888961792, 0.5562002658843994]","[7.4873857498168945, -0.6101471185684204, -3.01898455619812]","[-0.4472696781158447, 1.2217131853103638, 0.3667643070220947]","[-51.525238037109375, -11.797713279724121, 10.464149475097656]"
2019-11-08-18-00-17-845000,"[0.290891170501709, 1.4022167921066284, -0.009961605072021484]","[-4.747005462646484, -27.79732322692871, -2.9845921993255615]","[-0.0682821273803711, 1.301594853401184, 0.5330164432525635]","[10.65058422088623, -5.690655708312988, -1.0912176370620728]","[-0.43680787086486816, 1.235381841659546, 0.36368322372436523]","[-49.05318832397461, -14.615177154541016, 10.51087760925293]"
2019-11-08-18-00-18-346000,"[0.2897648811340332, 1.4023940563201904, -0.008226633071899414]","[-5.211078643798828, -27.779281616210938, -2.975243330001831]","[-0.05663585662841797, 1.2771053314208984, 0.4998161792755127]","[9.914135932922363, -3.612276792526245, -1.0876612663269043]","[-0.45539259910583496, 1.2255725860595703, 0.34317970275878906]","[-51.326541900634766, -12.778665542602539, 8.76527214050293]"
2019-11-08-18-00-18-846000,"[0.29497551918029785, 1.4045298099517822, -0.00997471809387207]","[-3.17390775680542, -28.12595558166504, -2.894902467727661]","[-0.07370853424072266, 1.2686513662338257, 0.44104981422424316]","[6.731542110443115, -2.4394569396972656, 2.1749520301818848]","[-0.46300220489501953, 1.1845088005065918, 0.33605456352233887]","[-50.432613372802734, -9.139175415039062, 8.801727294921875]"
2019-11-08-18-00-19-346000,"[0.31770825386047363, 1.4060602188110352, -0.013740777969360352]","[2.883950710296631, -28.772716522216797, -2.6185388565063477]","[-0.06979227066040039, 1.367767095565796, 0.5234043598175049]","[3.20643949508667, -16.554670333862305, 0.17811748385429382]","[-0.47393226623535156, 1.209477186203003, 0.3848867416381836]","[-61.972869873046875, -8.987787246704102, 10.786266326904297]"
2019-11-08-18-00-19-848000,"[0.32115936279296875, 1.4073622226715088, -0.010421037673950195]","[3.669739007949829, -29.377662658691406, -2.8289899826049805]","[0.022754430770874023, 1.256213903427124, 0.3255455493927002]","[23.434280395507812, -6.426853179931641, -8.873174667358398]","[-0.4725325107574463, 1.2562448978424072, 0.4740326404571533]","[-57.88453674316406, -18.565210342407227, 14.908782958984375]"
2019-11-08-18-00-20-349000,"[0.3085198402404785, 1.4094352722167969, -0.004876852035522461]","[0.0773707926273346, -30.28499412536621, -2.4911324977874756]","[0.08396244049072266, 1.2527058124542236, 0.1405773162841797]","[47.697078704833984, -12.454608917236328, -6.90169620513916]","[-0.40114760398864746, 1.233227252960205, 0.5108795166015625]","[-46.4849967956543, -17.9084529876709, 6.545769691467285]"
2019-11-08-18-00-20-849000,"[0.30309271812438965, 1.4086973667144775, -0.0039386749267578125]","[-1.164404034614563, -29.817846298217773, -2.7172739505767822]","[0.02648305892944336, 1.4408434629440308, 0.4313976764678955]","[18.28710174560547, -27.6166934967041, 10.92243766784668]","[-0.4929687976837158, 1.2186086177825928, 0.5138661861419678]","[-62.74280548095703, -8.652139663696289, 12.422598838806152]"
2019-11-08-18-00-21-350000,"[0.2986135482788086, 1.4081611633300781, -0.0022559165954589844]","[-1.6223788261413574, -29.379505157470703, -2.9158411026000977]","[-0.0973052978515625, 1.2965466976165771, 0.63401198387146]","[-4.962647914886475, 4.60233736038208, -12.233390808105469]","[-0.5799963474273682, 1.153201699256897, 0.43298864364624023]","[-83.92687225341797, -3.8909523487091064, 4.496764659881592]"
2019-11-08-18-00-21-851000,"[0.29550647735595703, 1.4101011753082275, -0.0009381771087646484]","[-1.303101658821106, -29.198043823242188, -3.032283067703247]","[-0.13187861442565918, 1.3180631399154663, 0.6330878734588623]","[1.628296971321106, -1.0901784896850586, -12.551453590393066]","[-0.5241918563842773, 1.1918779611587524, 0.43759989738464355]","[-69.70214080810547, -8.485918998718262, 7.523855686187744]"
