TIMESTAMP,HEAD_POS_GLB,HEAD_EULER_GLB,CONTROLLER_1_POS_GLB,CONTROLLER_1_EULER_GLB,CONTROLLER_2_POS_GLB,CONTROLLER_2_EULER_GLB
2019-11-11-11-17-03-696000,"[-0.0391843318939209, 1.1575498580932617, 0.1343390941619873]","[14.267156600952148, 11.834288597106934, 15.53596305847168]","[0.24391651153564453, 0.7804592847824097, 0.42534732818603516]","[19.83839225769043, 4.598393440246582, -2.032155990600586]","[-0.02657794952392578, 0.607780933380127, 0.2044219970703125]","[-61.32174301147461, -6.547192096710205, -82.91928100585938]"
2019-11-11-11-17-03-861000,"[-0.03899216651916504, 1.1573982238769531, 0.1342313289642334]","[14.33224105834961, 11.91817855834961, 15.573601722717285]","[0.2435750961303711, 0.7781059741973877, 0.42241621017456055]","[19.197017669677734, 4.8948516845703125, -5.702786445617676]","[-0.027051687240600586, 0.6076316833496094, 0.20351171493530273]","[-61.34495162963867, -6.525026798248291, -82.90989685058594]"
2019-11-11-11-17-04-196000,"[-0.04060196876525879, 1.1584506034851074, 0.13379859924316406]","[13.838566780090332, 11.061341285705566, 15.57043743133545]","[0.24101662635803223, 0.7770951986312866, 0.41918182373046875]","[18.31826400756836, 4.712308406829834, -5.263373851776123]","[-0.027124881744384766, 0.6073362827301025, 0.2040867805480957]","[-61.32958984375, -6.525609493255615, -82.92994689941406]"
2019-11-11-11-17-04-620000,"[-0.04343461990356445, 1.1598734855651855, 0.1325984001159668]","[13.096515655517578, 10.23979663848877, 15.829299926757812]","[0.24456286430358887, 0.7694523334503174, 0.42276692390441895]","[18.78299331665039, 6.526017189025879, -5.815278053283691]","[-0.027053356170654297, 0.6074585914611816, 0.20399093627929688]","[-61.34333419799805, -6.53388786315918, -82.85726928710938]"
2019-11-11-11-17-04-697000,"[-0.04311108589172363, 1.1599210500717163, 0.13277363777160645]","[13.204733848571777, 10.257525444030762, 15.873308181762695]","[0.24739289283752441, 0.7658107280731201, 0.42064976692199707]","[20.213769912719727, 7.020950794219971, -6.122341632843018]","[-0.026778459548950195, 0.6073552370071411, 0.2041013240814209]","[-61.318267822265625, -6.527566432952881, -82.89628601074219]"
2019-11-11-11-17-05-197000,"[-0.042608022689819336, 1.1601635217666626, 0.1346282958984375]","[12.970751762390137, 9.957319259643555, 15.71509075164795]","[0.24402475357055664, 0.7656506299972534, 0.4217567443847656]","[18.83963966369629, 6.509097576141357, -5.9679460525512695]","[-0.025846481323242188, 0.6067994832992554, 0.20396184921264648]","[-61.196231842041016, -6.364794731140137, -83.2304916381836]"
2019-11-11-11-17-05-202000,"[-0.04268598556518555, 1.1601102352142334, 0.13446283340454102]","[12.956174850463867, 9.962815284729004, 15.727360725402832]","[0.24473214149475098, 0.7658689022064209, 0.42246365547180176]","[18.904666900634766, 6.438361167907715, -5.8976216316223145]","[-0.025856971740722656, 0.6068235635757446, 0.20400023460388184]","[-61.18583297729492, -6.356360912322998, -83.25823974609375]"
2019-11-11-11-17-05-698000,"[-0.04315471649169922, 1.1602553129196167, 0.13414454460144043]","[12.829854011535645, 9.894918441772461, 15.895166397094727]","[0.24529457092285156, 0.7650691270828247, 0.41724276542663574]","[18.959392547607422, 7.428366184234619, -6.201112270355225]","[-0.024957656860351562, 0.6066571474075317, 0.20338988304138184]","[-61.3221549987793, -6.442967891693115, -83.05502319335938]"
2019-11-11-11-17-05-819000,"[-0.0445561408996582, 1.1603219509124756, 0.13338851928710938]","[12.51494312286377, 9.75694751739502, 15.995560646057129]","[0.2437455654144287, 0.7640868425369263, 0.4177284240722656]","[18.779457092285156, 7.779649257659912, -6.1823811531066895]","[-0.025307655334472656, 0.6067303419113159, 0.20231080055236816]","[-61.40449905395508, -6.463370323181152, -82.97969055175781]"
2019-11-11-11-17-06-200000,"[-0.046000003814697266, 1.1613508462905884, 0.13359594345092773]","[11.72330379486084, 8.899099349975586, 16.149038314819336]","[0.22774052619934082, 0.7896469831466675, 0.41743016242980957]","[15.672439575195312, 1.5880155563354492, -6.915828227996826]","[-0.025964021682739258, 0.6068683862686157, 0.20359563827514648]","[-61.41035079956055, -6.440352439880371, -83.02440643310547]"
2019-11-11-11-17-06-218000,"[-0.04591631889343262, 1.1613311767578125, 0.13332605361938477]","[11.750065803527832, 8.93115520477295, 16.148542404174805]","[0.23337292671203613, 0.7895487546920776, 0.41672325134277344]","[17.401870727539062, 1.519646167755127, -7.947909355163574]","[-0.02608966827392578, 0.6068626642227173, 0.20360803604125977]","[-61.41197967529297, -6.43992805480957, -83.04022979736328]"
2019-11-11-11-17-06-700000,"[-0.04349255561828613, 1.1616088151931763, 0.13486623764038086]","[11.984170913696289, 8.741622924804688, 15.948392868041992]","[0.2608211040496826, 0.8031023740768433, 0.4098336696624756]","[24.047807693481445, -2.0678722858428955, -7.085665702819824]","[-0.025464773178100586, 0.6066882610321045, 0.20340275764465332]","[-61.39925765991211, -6.443208694458008, -83.01290130615234]"
2019-11-11-11-17-07-200000,"[-0.046578168869018555, 1.1643905639648438, 0.13473081588745117]","[9.909767150878906, 6.065252780914307, 15.319816589355469]","[0.2537705898284912, 0.8048597574234009, 0.41005730628967285]","[22.34450912475586, -2.12882399559021, -6.2279558181762695]","[-0.024578332901000977, 0.6061102151870728, 0.20238208770751953]","[-61.32831954956055, -6.360788822174072, -83.10726165771484]"
2019-11-11-11-17-07-372000,"[-0.044202327728271484, 1.1630390882492065, 0.13512229919433594]","[10.78467845916748, 6.931253433227539, 15.26360034942627]","[0.2536766529083252, 0.8072291612625122, 0.41022562980651855]","[22.408918380737305, -2.8059327602386475, -6.688313007354736]","[-0.02446746826171875, 0.6060117483139038, 0.20383858680725098]","[-61.25397491455078, -6.334763526916504, -83.24605560302734]"
2019-11-11-11-17-07-701000,"[-0.03729391098022461, 1.159145474433899, 0.13489127159118652]","[13.561379432678223, 9.21291446685791, 14.506202697753906]","[0.25598907470703125, 0.8082692623138428, 0.4087867736816406]","[23.4650936126709, -3.863245964050293, -4.681919097900391]","[-0.024791717529296875, 0.6060595512390137, 0.20409893989562988]","[-61.2242546081543, -6.277005672454834, -83.34050750732422]"
2019-11-11-11-17-08-202000,"[-0.03240823745727539, 1.1583222150802612, 0.13854265213012695]","[15.090802192687988, 9.727453231811523, 14.668418884277344]","[0.2572627067565918, 0.8200621604919434, 0.40698790550231934]","[23.73328399658203, -7.258706092834473, -4.781581401824951]","[-0.0233762264251709, 0.6054121255874634, 0.20209908485412598]","[-61.3747673034668, -6.352428913116455, -83.27396392822266]"
2019-11-11-11-17-08-702000,"[-0.03468942642211914, 1.1565345525741577, 0.13851618766784668]","[15.144782066345215, 10.92068862915039, 15.638973236083984]","[0.27102017402648926, 0.7614879608154297, 0.41374897956848145]","[25.720611572265625, 12.16809368133545, -11.895642280578613]","[-0.02518773078918457, 0.606290340423584, 0.20303010940551758]","[-61.46983337402344, -6.365571022033691, -83.02493286132812]"
2019-11-11-11-17-09-204000,"[-0.03548908233642578, 1.1556143760681152, 0.13965797424316406]","[15.000039100646973, 11.219229698181152, 16.155385971069336]","[0.2666447162628174, 0.7970134019851685, 0.41272830963134766]","[25.14332389831543, 0.5301148891448975, -6.627049446105957]","[-0.02625417709350586, 0.6070733070373535, 0.20411992073059082]","[-61.45524978637695, -6.383594989776611, -82.9522933959961]"
2019-11-11-11-17-09-436000,"[-0.03556561470031738, 1.155646562576294, 0.1396160125732422]","[14.948042869567871, 11.402265548706055, 16.270946502685547]","[0.26383376121520996, 0.7975934743881226, 0.41500377655029297]","[23.859018325805664, 0.914262056350708, -7.263155460357666]","[-0.029214859008789062, 0.6087661981582642, 0.20688819885253906]","[-61.413604736328125, -6.342234134674072, -83.06130981445312]"
2019-11-11-11-17-09-705000,"[-0.03632831573486328, 1.1559489965438843, 0.14043641090393066]","[14.637530326843262, 11.26550006866455, 16.214313507080078]","[0.2576253414154053, 0.7982088327407837, 0.41626667976379395]","[22.916894912719727, -0.3743033707141876, -6.601809978485107]","[-0.030031919479370117, 0.6090914011001587, 0.20878314971923828]","[-61.33234405517578, -6.305897235870361, -83.20240783691406]"
2019-11-11-11-17-09-793000,"[-0.036306142807006836, 1.1563348770141602, 0.13951635360717773]","[14.394639015197754, 10.9292631149292, 16.29055404663086]","[0.25957489013671875, 0.7997226715087891, 0.41248250007629395]","[23.152324676513672, -0.35681307315826416, -7.553837299346924]","[-0.029202938079833984, 0.6086992025375366, 0.20682668685913086]","[-61.35428237915039, -6.318643569946289, -83.18328857421875]"
2019-11-11-11-17-09-793000,"[-0.036306142807006836, 1.1563348770141602, 0.13951635360717773]","[14.394639015197754, 10.9292631149292, 16.29055404663086]","[0.25957489013671875, 0.7997226715087891, 0.41248250007629395]","[23.152324676513672, -0.35681307315826416, -7.553837299346924]","[-0.029202938079833984, 0.6086992025375366, 0.20682668685913086]","[-61.35428237915039, -6.318643569946289, -83.18328857421875]"
2019-11-11-11-17-09-793000,"[-0.036306142807006836, 1.1563348770141602, 0.13951635360717773]","[14.394639015197754, 10.9292631149292, 16.29055404663086]","[0.25957489013671875, 0.7997226715087891, 0.41248250007629395]","[23.152324676513672, -0.35681307315826416, -7.553837299346924]","[-0.029202938079833984, 0.6086992025375366, 0.20682668685913086]","[-61.35428237915039, -6.318643569946289, -83.18328857421875]"
2019-11-11-11-17-09-794000,"[-0.036306142807006836, 1.1563348770141602, 0.13951635360717773]","[14.394639015197754, 10.9292631149292, 16.29055404663086]","[0.25957489013671875, 0.7997226715087891, 0.41248250007629395]","[23.152324676513672, -0.35681307315826416, -7.553837299346924]","[-0.029202938079833984, 0.6086992025375366, 0.20682668685913086]","[-61.35428237915039, -6.318643569946289, -83.18328857421875]"
2019-11-11-11-17-09-794000,"[-0.036306142807006836, 1.1563348770141602, 0.13951635360717773]","[14.394639015197754, 10.9292631149292, 16.29055404663086]","[0.25957489013671875, 0.7997226715087891, 0.41248250007629395]","[23.152324676513672, -0.35681307315826416, -7.553837299346924]","[-0.029202938079833984, 0.6086992025375366, 0.20682668685913086]","[-61.35428237915039, -6.318643569946289, -83.18328857421875]"
2019-11-11-11-17-10-206000,"[-0.03882002830505371, 1.157033920288086, 0.1386094093322754]","[13.552767753601074, 10.690014839172363, 16.329957962036133]","[0.24851441383361816, 0.7964591979980469, 0.4103994369506836]","[21.33949089050293, 1.8316313028335571, -9.93212604522705]","[-0.027544021606445312, 0.6078581809997559, 0.20598697662353516]","[-61.320655822753906, -6.355278491973877, -83.25540161132812]"
2019-11-11-11-17-10-310000,"[-0.039678096771240234, 1.1568927764892578, 0.13863253593444824]","[13.28310775756836, 10.590757369995117, 16.511781692504883]","[0.20781922340393066, 0.7921229600906372, 0.4137294292449951]","[9.2186861038208, 4.279911041259766, -8.967690467834473]","[-0.027077198028564453, 0.6073145866394043, 0.2058255672454834]","[-61.35808563232422, -6.377800464630127, -83.2103271484375]"
2019-11-11-11-17-10-706000,"[-0.040988922119140625, 1.157268762588501, 0.138763427734375]","[12.287762641906738, 10.329574584960938, 16.51174545288086]","[0.21311497688293457, 0.806117057800293, 0.41265177726745605]","[12.963354110717773, -0.6603979468345642, -5.439486980438232]","[-0.02380514144897461, 0.6059682369232178, 0.2024998664855957]","[-61.49501419067383, -6.435824871063232, -83.07166290283203]"
2019-11-11-11-17-10-721000,"[-0.040910959243774414, 1.157071828842163, 0.13892364501953125]","[12.35390853881836, 10.388696670532227, 16.514265060424805]","[0.21533632278442383, 0.8061115741729736, 0.4126276969909668]","[13.638469696044922, -0.4703291356563568, -6.322245121002197]","[-0.023724794387817383, 0.605912446975708, 0.20242571830749512]","[-61.49290084838867, -6.411999702453613, -83.05706787109375]"
2019-11-11-11-17-11-207000,"[-0.040225982666015625, 1.156097650527954, 0.1419668197631836]","[12.529863357543945, 10.90613079071045, 16.783035278320312]","[0.17508530616760254, 0.8174834251403809, 0.40619826316833496]","[4.636157035827637, -3.7362186908721924, -3.961442470550537]","[-0.027274608612060547, 0.6071833372116089, 0.2046496868133545]","[-61.522708892822266, -6.41357946395874, -83.01342010498047]"
2019-11-11-11-17-11-708000,"[-0.040873050689697266, 1.155716896057129, 0.143204927444458]","[11.402725219726562, 11.09936809539795, 16.57769203186035]","[0.14711570739746094, 0.8119199275970459, 0.4035179615020752]","[-0.04148455709218979, -3.534092903137207, -1.540777325630188]","[-0.02823472023010254, 0.6084260940551758, 0.20634055137634277]","[-61.529415130615234, -6.562164783477783, -83.0328140258789]"
2019-11-11-11-17-11-895000,"[-0.041522979736328125, 1.1554014682769775, 0.14446783065795898]","[11.260726928710938, 11.438861846923828, 16.6105899810791]","[0.14704298973083496, 0.8011276721954346, 0.40527772903442383]","[0.8526278734207153, 0.7738442420959473, -5.017260551452637]","[-0.025182008743286133, 0.606379508972168, 0.20351505279541016]","[-61.51343536376953, -6.543038368225098, -83.22502136230469]"
2019-11-11-11-17-12-209000,"[-0.04729294776916504, 1.1546372175216675, 0.14937973022460938]","[10.147013664245605, 11.914946556091309, 17.08075714111328]","[0.1241753101348877, 0.8208099603652954, 0.40052247047424316]","[-1.9619677066802979, -4.909329414367676, -2.68107533454895]","[-0.02255868911743164, 0.6045118570327759, 0.20226383209228516]","[-61.40785598754883, -6.304429054260254, -83.50785827636719]"
2019-11-11-11-17-12-710000,"[-0.06621789932250977, 1.147216558456421, 0.16022396087646484]","[-0.3797645568847656, 14.971795082092285, 18.68039321899414]","[0.12306022644042969, 0.8117377758026123, 0.40630483627319336]","[0.5074084997177124, -1.9994103908538818, -3.569270610809326]","[-0.031181812286376953, 0.6098246574401855, 0.2126169204711914]","[-61.1992073059082, -6.096461772918701, -84.080322265625]"
2019-11-11-11-17-13-211000,"[-0.0543820858001709, 1.1467175483703613, 0.17155861854553223]","[5.51483154296875, 14.737403869628906, 18.289033889770508]","[0.11270999908447266, 0.8252623081207275, 0.40668749809265137]","[-0.1565360724925995, -4.363178730010986, -3.4063684940338135]","[-0.03266620635986328, 0.6106524467468262, 0.21533775329589844]","[-61.09629821777344, -6.094992637634277, -84.21577453613281]"
2019-11-11-11-17-13-712000,"[-0.05319976806640625, 1.146504282951355, 0.1727585792541504]","[5.972768306732178, 15.125381469726562, 18.38271713256836]","[0.11438870429992676, 0.8060861825942993, 0.4180572032928467]","[1.1639660596847534, 0.5429912805557251, -3.83573842048645]","[-0.02420639991760254, 0.6061184406280518, 0.20705533027648926]","[-61.301795959472656, -6.12932014465332, -84.13470458984375]"
2019-11-11-11-17-13-771000,"[-0.053162574768066406, 1.1463465690612793, 0.1725773811340332]","[5.972078323364258, 15.122523307800293, 18.418750762939453]","[0.11530590057373047, 0.8047856092453003, 0.41786646842956543]","[1.2013264894485474, 0.982878565788269, -5.219974040985107]","[-0.021940231323242188, 0.6050074100494385, 0.20525288581848145]","[-61.33735656738281, -6.167674541473389, -84.12592315673828]"
2019-11-11-11-17-14-093000,"[-0.05412626266479492, 1.1475160121917725, 0.17156767845153809]","[5.94028902053833, 14.561643600463867, 18.645586013793945]","[0.11934947967529297, 0.8084579706192017, 0.4143857955932617]","[2.2881031036376953, -0.26983731985092163, -5.2884721755981445]","[-0.016711950302124023, 0.60201096534729, 0.20039153099060059]","[-61.48130416870117, -6.14445161819458, -84.08435821533203]"
2019-11-11-11-17-14-213000,"[-0.05443620681762695, 1.1472440958023071, 0.17079949378967285]","[5.998465061187744, 14.506868362426758, 18.677553176879883]","[0.12103128433227539, 0.8087433576583862, 0.4092984199523926]","[2.1219122409820557, -0.22438469529151917, -5.96846866607666]","[-0.0163266658782959, 0.6016223430633545, 0.19949793815612793]","[-61.5653076171875, -6.180723667144775, -83.93795776367188]"
2019-11-11-11-17-14-610000,"[-0.0543522834777832, 1.1476595401763916, 0.17049813270568848]","[5.937057971954346, 14.41711139678955, 18.81753921508789]","[0.12179064750671387, 0.8063064813613892, 0.40766310691833496]","[1.7776075601577759, 1.3372076749801636, -6.201142311096191]","[-0.01966118812561035, 0.60361647605896, 0.20233702659606934]","[-61.571617126464844, -6.075713634490967, -84.03610229492188]"
2019-11-11-11-17-14-713000,"[-0.05337667465209961, 1.1479254961013794, 0.17154932022094727]","[6.003800392150879, 14.309871673583984, 18.650545120239258]","[0.12198638916015625, 0.8060402870178223, 0.408977746963501]","[1.8446956872940063, 1.543553352355957, -6.221963405609131]","[-0.019456148147583008, 0.6036256551742554, 0.2035388946533203]","[-61.5329475402832, -6.036722183227539, -84.13916778564453]"
2019-11-11-11-17-14-988000,"[-0.049961090087890625, 1.1472946405410767, 0.17087221145629883]","[6.3354339599609375, 14.455262184143066, 18.174701690673828]","[0.1214609146118164, 0.8153777122497559, 0.4082632064819336]","[2.608299732208252, -0.9429353475570679, -6.1699652671813965]","[-0.01882147789001465, 0.6031702756881714, 0.20345091819763184]","[-61.441104888916016, -6.022626876831055, -84.3145523071289]"
2019-11-11-11-17-15-213000,"[-0.05011129379272461, 1.1474487781524658, 0.17012286186218262]","[6.360426902770996, 14.46434497833252, 18.218765258789062]","[0.11675786972045898, 0.8226839303970337, 0.4055445194244385]","[1.469131350517273, -3.9368367195129395, -0.554945707321167]","[-0.021030187606811523, 0.6044842004776001, 0.20508265495300293]","[-61.391387939453125, -6.002685070037842, -84.43759155273438]"
2019-11-11-11-17-15-714000,"[-0.05116415023803711, 1.1470072269439697, 0.16912603378295898]","[6.552853584289551, 14.707435607910156, 18.67845344543457]","[0.10649299621582031, 0.8143734931945801, 0.4039952754974365]","[-1.4845589399337769, 0.1814028024673462, -3.6415483951568604]","[-0.022620439529418945, 0.6054853200912476, 0.20552992820739746]","[-61.526611328125, -6.114140033721924, -84.09510803222656]"
2019-11-11-11-17-16-215000,"[-0.049546241760253906, 1.1465963125228882, 0.16864299774169922]","[6.698301315307617, 14.772494316101074, 18.6763858795166]","[0.10468173027038574, 0.8263678550720215, 0.39861345291137695]","[-2.423004627227783, -3.258119583129883, -3.8402793407440186]","[-0.023022890090942383, 0.6056966781616211, 0.20528602600097656]","[-61.57294464111328, -6.1835174560546875, -83.99048614501953]"
2019-11-11-11-17-16-218000,"[-0.049555301666259766, 1.146579623222351, 0.1687004566192627]","[6.70258903503418, 14.780803680419922, 18.681549072265625]","[0.1044306755065918, 0.8265987634658813, 0.3984987735748291]","[-2.480440378189087, -3.42496919631958, -3.669574022293091]","[-0.02297210693359375, 0.6056957244873047, 0.20566225051879883]","[-61.55601119995117, -6.179995059967041, -84.00239562988281]"
2019-11-11-11-17-16-716000,"[-0.05067706108093262, 1.146438717842102, 0.16906070709228516]","[6.423708438873291, 14.907306671142578, 18.847684860229492]","[0.10440182685852051, 0.829728364944458, 0.3969898223876953]","[-1.8123615980148315, -4.223829746246338, -3.5126614570617676]","[-0.023537158966064453, 0.6061255931854248, 0.20647048950195312]","[-61.5717658996582, -6.194733142852783, -83.9389877319336]"
2019-11-11-11-17-17-216000,"[-0.05095219612121582, 1.1462681293487549, 0.16843008995056152]","[6.501945972442627, 14.998241424560547, 18.882169723510742]","[0.1029806137084961, 0.8388608694076538, 0.3937571048736572]","[-2.1179003715515137, -4.717816352844238, -5.825319766998291]","[-0.023780107498168945, 0.6054803133010864, 0.20563602447509766]","[-61.47482681274414, -6.092514514923096, -84.09581756591797]"
2019-11-11-11-17-17-717000,"[-0.050611257553100586, 1.145920991897583, 0.169877290725708]","[6.453794479370117, 15.23116683959961, 18.84513282775879]","[0.10551214218139648, 0.8396867513656616, 0.39634203910827637]","[-1.0962506532669067, -4.02284049987793, -8.217041969299316]","[-0.021226167678833008, 0.6047248840332031, 0.204911470413208]","[-61.35315704345703, -6.0700297355651855, -84.31227111816406]"
2019-11-11-11-17-18-104000,"[-0.04969525337219238, 1.1457160711288452, 0.17177510261535645]","[6.516467094421387, 15.37154483795166, 18.82097053527832]","[0.10741043090820312, 0.8274757862091064, 0.40126633644104004]","[-0.743163526058197, -1.3547714948654175, -6.928811550140381]","[-0.019742250442504883, 0.6038821935653687, 0.20292401313781738]","[-61.49696731567383, -6.115705966949463, -84.19892883300781]"
2019-11-11-11-17-18-217000,"[-0.04936838150024414, 1.1453611850738525, 0.17153215408325195]","[6.501738548278809, 15.415337562561035, 18.748485565185547]","[0.10699057579040527, 0.8226813077926636, 0.4058229923248291]","[-0.33754441142082214, -0.34062185883522034, -6.028353214263916]","[-0.020121097564697266, 0.6038553714752197, 0.20234298706054688]","[-61.561981201171875, -6.146175861358643, -84.11849975585938]"
2019-11-11-11-17-18-639000,"[-0.04824256896972656, 1.1455024480819702, 0.17235231399536133]","[6.517975330352783, 15.341736793518066, 18.77288246154785]","[0.11211109161376953, 0.8221862316131592, 0.4048593044281006]","[0.3293711841106415, -0.8958859443664551, -7.887894153594971]","[-0.02027106285095215, 0.6038792133331299, 0.20276212692260742]","[-61.70090103149414, -6.130669593811035, -84.01783752441406]"
2019-11-11-11-17-18-718000,"[-0.04831862449645996, 1.1452819108963013, 0.17255806922912598]","[6.434096336364746, 15.476880073547363, 18.79392433166504]","[0.11212158203125, 0.822066068649292, 0.4038569927215576]","[0.2558628022670746, -0.9470718502998352, -8.121232032775879]","[-0.02016282081604004, 0.6039021015167236, 0.20324373245239258]","[-61.72213363647461, -6.15708065032959, -84.02935791015625]"
2019-11-11-11-17-19-154000,"[-0.04865908622741699, 1.1454356908798218, 0.17193174362182617]","[6.374277114868164, 15.277350425720215, 18.810453414916992]","[0.11502194404602051, 0.8214492797851562, 0.3991518020629883]","[0.685770571231842, -0.47983407974243164, -8.420312881469727]","[-0.020839452743530273, 0.6041661500930786, 0.2034006118774414]","[-61.805694580078125, -6.171510696411133, -83.96978759765625]"
2019-11-11-11-17-19-218000,"[-0.04844999313354492, 1.1450634002685547, 0.17151236534118652]","[6.374017238616943, 15.403487205505371, 18.81021499633789]","[0.11487770080566406, 0.8214293718338013, 0.39929962158203125]","[0.5746257901191711, -0.41677120327949524, -8.292820930480957]","[-0.021328210830688477, 0.604151725769043, 0.2035837173461914]","[-61.804664611816406, -6.178490161895752, -83.99652099609375]"
2019-11-11-11-17-19-578000,"[-0.04805946350097656, 1.145135521888733, 0.17290592193603516]","[6.360599040985107, 15.376360893249512, 18.59557342529297]","[0.12594914436340332, 0.8205780982971191, 0.40369367599487305]","[3.9857990741729736, -0.21886642277240753, -7.846882343292236]","[-0.020208358764648438, 0.60369873046875, 0.20325255393981934]","[-61.73749542236328, -6.1314897537231445, -84.13077545166016]"
2019-11-11-11-17-19-719000,"[-0.04761624336242676, 1.1448109149932861, 0.1740105152130127]","[6.4866228103637695, 15.532312393188477, 18.554561614990234]","[0.13619089126586914, 0.8153491020202637, 0.40654873847961426]","[6.602301120758057, 0.789691150188446, -7.029182434082031]","[-0.018584489822387695, 0.6027532815933228, 0.20263099670410156]","[-61.71747970581055, -6.068681716918945, -84.18197631835938]"
2019-11-11-11-17-20-220000,"[-0.04574775695800781, 1.1453378200531006, 0.17434453964233398]","[6.739408016204834, 15.101733207702637, 18.359458923339844]","[0.13869142532348633, 0.8331798315048218, 0.4033064842224121]","[7.657765865325928, -3.710313081741333, -8.098172187805176]","[-0.02257680892944336, 0.6050493717193604, 0.20490598678588867]","[-61.72264862060547, -6.049392223358154, -84.19001770019531]"
2019-11-11-11-17-20-720000,"[-0.04242086410522461, 1.144524335861206, 0.17311787605285645]","[7.326253414154053, 15.488899230957031, 18.305461883544922]","[0.13716626167297363, 0.8330153226852417, 0.40139126777648926]","[6.72076940536499, -3.6839399337768555, -6.557429313659668]","[-0.019416332244873047, 0.6033589839935303, 0.20257043838500977]","[-61.86125183105469, -6.135832786560059, -83.96317291259766]"
2019-11-11-11-17-21-221000,"[-0.04273700714111328, 1.1440050601959229, 0.17380738258361816]","[7.405984878540039, 15.72373104095459, 18.558635711669922]","[0.14892983436584473, 0.8135857582092285, 0.4074058532714844]","[9.21556568145752, 0.2054726630449295, -6.85933256149292]","[-0.019566774368286133, 0.6037633419036865, 0.20252037048339844]","[-61.856449127197266, -6.180407524108887, -83.99683380126953]"
2019-11-11-11-17-21-298000,"[-0.042877197265625, 1.1439919471740723, 0.17367196083068848]","[7.344292163848877, 15.773592948913574, 18.622034072875977]","[0.14855098724365234, 0.8142650127410889, 0.40744543075561523]","[8.992029190063477, 0.2755476236343384, -7.005118370056152]","[-0.020346879959106445, 0.6041359901428223, 0.2031264305114746]","[-61.861839294433594, -6.1910400390625, -83.98753356933594]"
2019-11-11-11-17-21-721000,"[-0.04323935508728027, 1.1440117359161377, 0.17415809631347656]","[7.481115341186523, 15.845236778259277, 18.654701232910156]","[0.1481304168701172, 0.8193683624267578, 0.405961275100708]","[9.52954387664795, -1.3057911396026611, -5.168477535247803]","[-0.01900172233581543, 0.6032763719558716, 0.2025132179260254]","[-61.81874084472656, -6.113029956817627, -84.09725952148438]"
2019-11-11-11-17-22-222000,"[-0.041719913482666016, 1.144275188446045, 0.17354917526245117]","[7.632380485534668, 15.707416534423828, 18.21053695678711]","[0.14866042137145996, 0.8210741281509399, 0.40501952171325684]","[9.352783203125, -0.29970043897628784, -7.773036479949951]","[-0.017302513122558594, 0.6020643711090088, 0.20096111297607422]","[-61.78386306762695, -5.9991912841796875, -84.2319107055664]"
2019-11-11-11-17-22-583000,"[-0.04175901412963867, 1.1439483165740967, 0.17483878135681152]","[7.503800392150879, 15.980063438415527, 18.26311683654785]","[0.143021821975708, 0.8190122842788696, 0.41005969047546387]","[8.08670711517334, -0.8268944025039673, -6.5301594734191895]","[-0.01816582679748535, 0.6026719808578491, 0.20191478729248047]","[-61.80727767944336, -6.0185933113098145, -84.1846923828125]"
2019-11-11-11-17-22-722000,"[-0.04244089126586914, 1.1439656019210815, 0.1752634048461914]","[7.460147857666016, 15.89311408996582, 18.308940887451172]","[0.13953256607055664, 0.8174011707305908, 0.4082486629486084]","[7.687125205993652, -0.907902717590332, -4.959394454956055]","[-0.01892232894897461, 0.6028417348861694, 0.20245718955993652]","[-61.8393669128418, -6.053919315338135, -84.12866973876953]"
2019-11-11-11-17-22-952000,"[-0.04280805587768555, 1.1440471410751343, 0.17528152465820312]","[7.387106418609619, 15.853928565979004, 18.41152000427246]","[0.14401531219482422, 0.8172659873962402, 0.4058969020843506]","[7.9868927001953125, -0.7007243633270264, -6.852913856506348]","[-0.01934814453125, 0.6034848690032959, 0.2030031681060791]","[-61.899539947509766, -6.136821269989014, -84.05741882324219]"
2019-11-11-11-17-23-223000,"[-0.04277443885803223, 1.1442437171936035, 0.1752033233642578]","[7.292727470397949, 15.802947044372559, 18.499954223632812]","[0.1450943946838379, 0.8161391019821167, 0.40243005752563477]","[7.860154151916504, -0.24318213760852814, -7.2531585693359375]","[-0.018959760665893555, 0.6032544374465942, 0.20153117179870605]","[-61.98585891723633, -6.1790289878845215, -83.96887969970703]"
2019-11-11-11-17-23-467000,"[-0.04337787628173828, 1.1445105075836182, 0.17566633224487305]","[7.174046039581299, 15.743016242980957, 18.661422729492188]","[0.1462841033935547, 0.813801646232605, 0.4034430980682373]","[8.259305953979492, 0.6962148547172546, -7.700276851654053]","[-0.018874168395996094, 0.6030912399291992, 0.20197057723999023]","[-62.010475158691406, -6.188764572143555, -83.9489974975586]"
2019-11-11-11-17-23-724000,"[-0.044379234313964844, 1.1446675062179565, 0.17557907104492188]","[6.854326248168945, 15.843976974487305, 18.652639389038086]","[0.14235806465148926, 0.8099143505096436, 0.4057047367095947]","[7.456976413726807, 1.950319528579712, -7.6542229652404785]","[-0.019741296768188477, 0.6035863161087036, 0.2030029296875]","[-62.03126907348633, -6.201980113983154, -83.9156723022461]"
