TIMESTAMP,HEAD_POS_GLB,HEAD_EULER_GLB,CONTROLLER_1_POS_GLB,CONTROLLER_1_EULER_GLB,CONTROLLER_2_POS_GLB,CONTROLLER_2_EULER_GLB
2019-11-11-14-58-57-146000,"[0.04535388946533203, 0.9389889240264893, 0.6837751865386963]","[42.48757553100586, 33.6578483581543, 18.849884033203125]","[-0.1005401611328125, 0.679663896560669, 0.8807193040847778]","[15.465575218200684, -25.68777084350586, 52.2552375793457]","[-0.08053922653198242, 0.6277199983596802, 0.8611006736755371]","[11.465397834777832, -13.153090476989746, 24.111461639404297]"
2019-11-11-14-58-57-646000,"[-0.029538631439208984, 1.0678966045379639, 0.4132504463195801]","[43.31349563598633, 20.854541778564453, 7.837062358856201]","[-0.1486818790435791, 0.7672948837280273, 0.6687378883361816]","[7.691391944885254, -29.535369873046875, 67.2459945678711]","[-0.11606860160827637, 0.7199147939682007, 0.6499876976013184]","[6.89027214050293, -16.483352661132812, 38.150943756103516]"
2019-11-11-14-58-58-147000,"[-0.09210801124572754, 1.098441243171692, 0.33659815788269043]","[46.710411071777344, 14.549971580505371, 2.3362739086151123]","[-0.14678168296813965, 0.7661136388778687, 0.5752718448638916]","[16.662609100341797, -29.42317008972168, 63.84934616088867]","[-0.11846232414245605, 0.7174803018569946, 0.5529475212097168]","[15.44964599609375, -16.685014724731445, 35.0885009765625]"
2019-11-11-14-58-58-647000,"[-0.04604339599609375, 1.0989328622817993, 0.2693021297454834]","[65.853271484375, 16.444334030151367, 4.104762554168701]","[0.05665278434753418, 0.7754224538803101, 0.42626523971557617]","[47.48239517211914, -31.22368049621582, 41.590423583984375]","[0.07963991165161133, 0.7184680700302124, 0.39616990089416504]","[35.35359191894531, -27.622163772583008, -14.334715843200684]"
2019-11-11-14-58-59-101000,"[0.01667618751525879, 1.086470365524292, 0.22557401657104492]","[75.80441284179688, 22.615591049194336, 1.1141654253005981]","[-0.014706134796142578, 0.6195571422576904, 0.5271611213684082]","[31.39423370361328, -16.107900619506836, 27.825122833251953]","[0.34880924224853516, 0.6761330366134644, 0.2887992858886719]","[73.25532531738281, 3.873593330383301, -18.872005462646484]"
2019-11-11-14-58-59-148000,"[0.020403146743774414, 1.0839952230453491, 0.22319841384887695]","[76.82000732421875, 23.569347381591797, 0.9854784607887268]","[-0.0219118595123291, 0.5928701162338257, 0.5387692451477051]","[29.494279861450195, -11.645173072814941, 25.35405158996582]","[0.3605844974517822, 0.6720360517501831, 0.28191113471984863]","[75.08926391601562, 3.3298699855804443, -18.70920181274414]"
2019-11-11-14-58-59-648000,"[0.0517575740814209, 1.0686639547348022, 0.2343122959136963]","[74.29547882080078, 29.319528579711914, 0.1137387752532959]","[-0.040427446365356445, 0.4992932081222534, 0.5730793476104736]","[21.899694442749023, 3.2012619972229004, 31.006872177124023]","[0.4057638645172119, 0.6807464361190796, 0.30150389671325684]","[64.32035827636719, 2.4630630016326904, -125.83969116210938]"
2019-11-11-14-59-00-148000,"[0.04653811454772949, 1.067229151725769, 0.24345946311950684]","[72.21707916259766, 29.14100456237793, 0.5285153985023499]","[-0.05531024932861328, 0.45493149757385254, 0.580604076385498]","[8.965429306030273, 10.497167587280273, 37.5257682800293]","[0.37550854682922363, 0.7823127508163452, 0.305692195892334]","[74.288818359375, -22.32607650756836, -169.37754821777344]"
2019-11-11-14-59-00-649000,"[-0.011614799499511719, 1.1018966436386108, 0.2866828441619873]","[41.65281677246094, 17.47035026550293, 1.4702798128128052]","[-0.04975414276123047, 0.47306203842163086, 0.5795824527740479]","[15.033249855041504, 1.302456259727478, 37.29299545288086]","[0.21451663970947266, 0.8887772560119629, 0.4757375717163086]","[-5.504033088684082, -48.077335357666016, 62.15812683105469]"
2019-11-11-14-59-01-152000,"[-0.07262659072875977, 1.0988696813583374, 0.2930121421813965]","[10.576855659484863, 19.146215438842773, 6.4599151611328125]","[-0.1320023536682129, 0.8075348138809204, 0.662834882736206]","[-4.875614166259766, -16.60086441040039, 161.2428436279297]","[0.15839624404907227, 0.8934512138366699, 0.5772473812103271]","[31.283681869506836, -23.562397003173828, -164.4858856201172]"
2019-11-11-14-59-01-653000,"[-0.07922697067260742, 1.1026301383972168, 0.2853353023529053]","[4.640535354614258, 16.569446563720703, 7.059503078460693]","[-0.15082287788391113, 0.8687015771865845, 0.639927864074707]","[-10.283753395080566, 0.1115543469786644, 158.78736877441406]","[0.07047152519226074, 0.8634828329086304, 0.6180355548858643]","[20.921667098999023, -8.840641975402832, -164.528564453125]"
2019-11-11-14-59-02-154000,"[-0.08917427062988281, 1.1281228065490723, 0.27863621711730957]","[-1.2963058948516846, 4.145996570587158, 8.853665351867676]","[-0.14898014068603516, 0.8708943128585815, 0.6257362365722656]","[-10.639760971069336, -7.213849067687988, 161.85678100585938]","[0.08718132972717285, 0.8954048156738281, 0.5933959484100342]","[27.99138641357422, -12.320610046386719, -172.51467895507812]"
2019-11-11-14-59-02-655000,"[-0.09427523612976074, 1.1310745477676392, 0.2798500061035156]","[-2.407679557800293, 1.2838044166564941, 20.6841983795166]","[-0.151597261428833, 0.8851727247238159, 0.6204414367675781]","[-13.416427612304688, -11.592293739318848, 161.23629760742188]","[0.07085824012756348, 0.8683557510375977, 0.6074225902557373]","[26.67471694946289, -7.080307960510254, -177.58897399902344]"
2019-11-11-14-59-03-155000,"[-0.09882020950317383, 1.1275690793991089, 0.28603458404541016]","[-1.7788429260253906, 2.5939226150512695, 20.318113327026367]","[-0.14943480491638184, 0.8611147403717041, 0.626490592956543]","[-11.278861999511719, -7.2614312171936035, 155.17359924316406]","[0.049742698669433594, 0.9461847543716431, 0.61830735206604]","[19.93093490600586, -23.308095932006836, -166.5541534423828]"
2019-11-11-14-59-03-655000,"[-0.06949472427368164, 1.096596598625183, 0.29227185249328613]","[10.18422794342041, 19.044492721557617, 11.675739288330078]","[-0.13183951377868652, 0.9325419664382935, 0.5983977317810059]","[-5.312776565551758, -30.700572967529297, 170.63641357421875]","[0.028621912002563477, 0.9662830829620361, 0.5934536457061768]","[20.193130493164062, -39.47300720214844, -179.47157287597656]"
2019-11-11-14-59-04-156000,"[-0.0690610408782959, 1.0928032398223877, 0.29506921768188477]","[8.637301445007324, 20.524402618408203, 10.809680938720703]","[-0.15054988861083984, 0.8274401426315308, 0.6220779418945312]","[-14.026713371276855, 9.444159507751465, 144.71559143066406]","[0.04482460021972656, 0.8011491298675537, 0.6271224021911621]","[22.839763641357422, 13.050127983093262, -165.9716033935547]"
2019-11-11-14-59-04-656000,"[-0.07052993774414062, 1.090514063835144, 0.2994091510772705]","[8.063199043273926, 21.378801345825195, 10.600972175598145]","[-0.12899255752563477, 0.8040181398391724, 0.6265246868133545]","[-12.097404479980469, 8.317317008972168, 143.4784393310547]","[0.03582143783569336, 0.7561094760894775, 0.625812292098999]","[24.83388900756836, 20.662965774536133, -160.0556640625]"
2019-11-11-14-59-05-156000,"[-0.06842184066772461, 1.0889265537261963, 0.2998065948486328]","[8.547004699707031, 21.92069435119629, 10.282806396484375]","[-0.12101006507873535, 0.8070132732391357, 0.6252374649047852]","[-9.227543830871582, 6.800814628601074, 147.9261474609375]","[0.02310466766357422, 0.7677978277206421, 0.6286752223968506]","[17.745210647583008, 16.929170608520508, -166.4731903076172]"
2019-11-11-14-59-05-657000,"[-0.06688380241394043, 1.0880141258239746, 0.3018777370452881]","[8.576650619506836, 22.218135833740234, 9.833105087280273]","[-0.12827706336975098, 0.8211199045181274, 0.6256608963012695]","[-10.640035629272461, 2.9790358543395996, 151.50799560546875]","[0.002637624740600586, 0.7870093584060669, 0.6246075630187988]","[10.114537239074707, 15.906683921813965, -166.0125274658203]"
2019-11-11-14-59-06-158000,"[-0.06696343421936035, 1.0879485607147217, 0.30107569694519043]","[8.550630569458008, 22.214401245117188, 9.483591079711914]","[-0.14418888092041016, 0.8130550384521484, 0.6190545558929443]","[-18.3972225189209, 4.964353561401367, 159.19017028808594]","[0.020211458206176758, 0.7928135395050049, 0.6206421852111816]","[18.66806411743164, 13.095253944396973, -169.9319610595703]"
2019-11-11-14-59-06-658000,"[-0.06706523895263672, 1.0888333320617676, 0.29958057403564453]","[8.538166046142578, 21.86479949951172, 9.561245918273926]","[-0.14837050437927246, 0.8075385093688965, 0.6153090000152588]","[-19.57465362548828, 7.735465049743652, 158.68511962890625]","[0.01831650733947754, 0.7901757955551147, 0.618598222732544]","[18.872455596923828, 13.857503890991211, -170.53970336914062]"
2019-11-11-14-59-07-158000,"[-0.06689786911010742, 1.0888197422027588, 0.2988584041595459]","[8.833172798156738, 21.87496566772461, 9.685066223144531]","[-0.14606165885925293, 0.8054025173187256, 0.6132349967956543]","[-18.222110748291016, 9.523022651672363, 158.65621948242188]","[0.01661205291748047, 0.7895405292510986, 0.6156682968139648]","[18.561189651489258, 14.76952075958252, -171.1625213623047]"
2019-11-11-14-59-07-659000,"[-0.06638717651367188, 1.0877097845077515, 0.2982611656188965]","[9.326891899108887, 22.220243453979492, 9.660381317138672]","[-0.14198660850524902, 0.8274002075195312, 0.6173751354217529]","[-15.962570190429688, -1.2103583812713623, 163.82444763183594]","[0.03422212600708008, 0.8362065553665161, 0.6189286708831787]","[23.533761978149414, -6.384758472442627, -173.5015106201172]"
2019-11-11-14-59-08-160000,"[-0.06423687934875488, 1.0876855850219727, 0.2980983257293701]","[9.311599731445312, 22.38941764831543, 9.189105987548828]","[-0.13705921173095703, 0.9267395734786987, 0.5799970626831055]","[-16.11528968811035, -39.0141487121582, -164.87039184570312]","[0.015041828155517578, 0.9603066444396973, 0.5504193305969238]","[24.753049850463867, -52.134117126464844, 165.76283264160156]"
2019-11-11-14-59-08-661000,"[-0.06663155555725098, 1.0972133874893188, 0.29560303688049316]","[8.850065231323242, 18.316556930541992, 8.7828950881958]","[-0.13611531257629395, 0.9401541948318481, 0.5642580986022949]","[-17.354459762573242, -45.93754577636719, -168.13348388671875]","[0.00861048698425293, 0.9715273380279541, 0.5296838283538818]","[25.30868911743164, -60.2652473449707, 167.9002685546875]"
2019-11-11-14-59-09-162000,"[-0.08145380020141602, 1.1567715406417847, 0.2962677478790283]","[-1.1508158445358276, -12.146492958068848, 7.303334712982178]","[-0.12997841835021973, 0.5934886932373047, 0.6163325309753418]","[14.081174850463867, -18.98208999633789, 81.08039093017578]","[0.07036113739013672, 0.5066496133804321, 0.6205377578735352]","[20.14137077331543, 8.336894989013672, -145.0613555908203]"
2019-11-11-14-59-09-662000,"[-0.11743497848510742, 1.158477544784546, 0.2922489643096924]","[-20.57292366027832, -11.598658561706543, 5.856688499450684]","[-0.148345947265625, 0.5254291296005249, 0.630281925201416]","[9.80433464050293, 1.0710009336471558, 75.28824615478516]","[0.033344268798828125, 0.4762071371078491, 0.6242351531982422]","[8.868371963500977, 9.005887985229492, -124.84862518310547]"
2019-11-11-14-59-10-163000,"[-0.17846417427062988, 1.149681568145752, 0.24676036834716797]","[-58.03335189819336, -7.340489387512207, 4.482764720916748]","[-0.12521672248840332, 0.5258610248565674, 0.6280064582824707]","[12.1588716506958, 0.06424026191234589, 47.62199020385742]","[0.018252849578857422, 0.4828280210494995, 0.6251394748687744]","[4.551753044128418, 7.476982116699219, -110.7650146484375]"
2019-11-11-14-59-10-663000,"[-0.1884150505065918, 1.145418405532837, 0.25731849670410156]","[-56.39373016357422, -6.030781269073486, 4.265195846557617]","[-0.14958667755126953, 0.5220297574996948, 0.6323504447937012]","[6.194543838500977, 1.2201824188232422, 70.58939361572266]","[0.037950754165649414, 0.4856332540512085, 0.6242430210113525]","[9.316917419433594, 6.536635875701904, -118.31265258789062]"
2019-11-11-14-59-11-164000,"[-0.1902787685394287, 1.147064447402954, 0.26285886764526367]","[-54.7660026550293, -7.163036346435547, 3.7411012649536133]","[-0.15491271018981934, 0.5211340188980103, 0.6332638263702393]","[4.355874061584473, 1.0887103080749512, 73.94889068603516]","[0.03494095802307129, 0.4879707098007202, 0.6250073909759521]","[8.35241413116455, 5.664393424987793, -119.14273834228516]"
2019-11-11-14-59-11-664000,"[-0.18934059143066406, 1.1458070278167725, 0.267578125]","[-52.03456115722656, -6.882349967956543, 3.9708733558654785]","[-0.15671586990356445, 0.5205316543579102, 0.6326241493225098]","[3.8123857975006104, 1.2572208642959595, 75.27791595458984]","[0.03546500205993652, 0.4882286787033081, 0.6248738765716553]","[8.357770919799805, 5.607339382171631, -119.72100067138672]"
2019-11-11-14-59-12-165000,"[-0.12951016426086426, 1.110361099243164, 0.3079671859741211]","[-18.948780059814453, 12.719573020935059, -0.41544416546821594]","[-0.15648984909057617, 0.5212039947509766, 0.6322333812713623]","[3.8189961910247803, 1.1215629577636719, 74.25362396240234]","[0.03571796417236328, 0.4892987012863159, 0.6244378089904785]","[8.389626502990723, 5.441762447357178, -118.75018310546875]"
2019-11-11-14-59-12-666000,"[-0.05115389823913574, 1.0469493865966797, 0.31798791885375977]","[17.29705047607422, 40.89490509033203, 1.061933994293213]","[-0.15629029273986816, 0.5207310914993286, 0.6319863796234131]","[3.8585612773895264, 1.1247719526290894, 74.0235366821289]","[0.047376155853271484, 0.49437856674194336, 0.6225395202636719]","[10.362587928771973, 4.305595397949219, -127.4498519897461]"
2019-11-11-14-59-12-950000,"[-0.03325653076171875, 1.0492206811904907, 0.3262310028076172]","[22.56934356689453, 38.771141052246094, 1.5922895669937134]","[-0.1547107696533203, 0.5189520120620728, 0.6327521800994873]","[4.083687782287598, 1.4933894872665405, 73.82901763916016]","[0.13155484199523926, 0.5575844049453735, 0.6327791213989258]","[28.1518611907959, 11.040369987487793, -139.9970703125]"
2019-11-11-14-59-13-166000,"[-0.008073806762695312, 1.0603917837142944, 0.3254086971282959]","[33.93339157104492, 33.29755783081055, 1.7335923910140991]","[-0.15371131896972656, 0.5169048309326172, 0.6355044841766357]","[4.0825419425964355, 2.0740039348602295, 74.9629135131836]","[0.23482704162597656, 0.6953972578048706, 0.5932965278625488]","[61.22617721557617, 12.797088623046875, -130.1797332763672]"
2019-11-11-14-59-13-669000,"[0.006994724273681641, 1.0746911764144897, 0.310138463973999]","[49.26122283935547, 26.00480842590332, -2.7734017372131348]","[-0.15162968635559082, 0.5148221254348755, 0.6369950771331787]","[4.663868427276611, 2.340914011001587, 75.88587951660156]","[0.27759790420532227, 0.9783047437667847, 0.5437533855438232]","[14.152822494506836, -54.00201416015625, -37.647499084472656]"
2019-11-11-14-59-14-170000,"[-0.008257865905761719, 1.0838693380355835, 0.30541563034057617]","[60.1965446472168, 18.81830406188965, -3.849637269973755]","[-0.017801523208618164, 0.5385907888412476, 0.6117022037506104]","[27.381847381591797, -18.93701171875, 65.09467315673828]","[0.2978637218475342, 1.0384836196899414, 0.4766521453857422]","[-13.273588180541992, 0.8686552047729492, -8.062355041503906]"
2019-11-11-14-59-14-671000,"[-0.015245676040649414, 1.0857387781143188, 0.30591750144958496]","[71.28013610839844, 15.57271957397461, -2.6161091327667236]","[0.04012918472290039, 0.5203613042831421, 0.5501627922058105]","[53.1947135925293, -22.53448486328125, 37.03959655761719]","[0.33028101921081543, 1.0775338411331177, 0.4009885787963867]","[-2.315943717956543, 0.48215800523757935, -3.00216007232666]"
2019-11-11-14-59-15-171000,"[-0.02449178695678711, 1.082061529159546, 0.31428956985473633]","[70.30742645263672, 15.672688484191895, -1.8255674839019775]","[0.0408329963684082, 0.5152897834777832, 0.5492041110992432]","[55.28043746948242, -21.319433212280273, 26.032236099243164]","[0.3193516731262207, 1.0852000713348389, 0.41027140617370605]","[-1.4341750144958496, 2.3084323406219482, 10.402983665466309]"
2019-11-11-14-59-15-671000,"[-0.027952194213867188, 1.0808277130126953, 0.3156716823577881]","[70.37049865722656, 15.140213012695312, -0.2842504382133484]","[0.04222226142883301, 0.5153326988220215, 0.5489242076873779]","[55.357696533203125, -21.186635971069336, 25.83277130126953]","[0.3355214595794678, 1.0825490951538086, 0.4039754867553711]","[3.720092296600342, 3.837721586227417, 17.13159942626953]"
2019-11-11-14-59-16-173000,"[-0.012865781784057617, 1.0880399942398071, 0.2988722324371338]","[83.14751434326172, 10.439339637756348, 5.595533847808838]","[0.04200291633605957, 0.5146018266677856, 0.5473024845123291]","[56.868629455566406, -20.999908447265625, 23.87972640991211]","[0.36717820167541504, 1.0962632894515991, 0.3558006286621094]","[12.238511085510254, 1.7773301601409912, -5.6470866203308105]"
2019-11-11-14-59-16-674000,"[-0.006206035614013672, 1.1211057901382446, 0.26460886001586914]","[100.81832122802734, -6.311091899871826, 11.179198265075684]","[0.04395699501037598, 0.5165162086486816, 0.5411961078643799]","[59.20357131958008, -21.31966209411621, 21.798856735229492]","[0.39562129974365234, 1.109813928604126, 0.2715029716491699]","[23.161975860595703, -2.1048038005828857, -5.904131889343262]"
2019-11-11-14-59-17-174000,"[-0.005443572998046875, 1.1208534240722656, 0.26552319526672363]","[97.79479217529297, -5.850748062133789, 10.841837882995605]","[0.043112993240356445, 0.5160560607910156, 0.5402181148529053]","[59.30239486694336, -21.021732330322266, 20.69878387451172]","[0.40724706649780273, 1.1033381223678589, 0.26608896255493164]","[24.936399459838867, 0.0493948869407177, 23.440074920654297]"
2019-11-11-14-59-17-674000,"[-0.009411334991455078, 1.1117029190063477, 0.2760324478149414]","[94.57337188720703, -2.4698688983917236, 12.285036087036133]","[0.04203319549560547, 0.514378547668457, 0.5444128513336182]","[57.71160888671875, -21.673900604248047, 22.995126724243164]","[0.4327104091644287, 1.099748134613037, 0.23805832862854004]","[32.146522521972656, 0.8107004165649414, 10.400808334350586]"
2019-11-11-14-59-18-174000,"[-0.009805917739868164, 1.0803680419921875, 0.27931857109069824]","[89.6594009399414, 12.589136123657227, 9.705811500549316]","[0.04347562789916992, 0.5132356882095337, 0.5428438186645508]","[57.71461486816406, -21.27975082397461, 21.06424903869629]","[0.4293363094329834, 1.0891989469528198, 0.24324846267700195]","[28.292314529418945, -2.072253465652466, -18.257410049438477]"
2019-11-11-14-59-18-678000,"[-0.008636951446533203, 1.0779073238372803, 0.2814826965332031]","[87.64055633544922, 13.929131507873535, 8.83104419708252]","[0.04350543022155762, 0.5126984119415283, 0.5431602001190186]","[57.58846664428711, -21.185850143432617, 20.675792694091797]","[0.430311918258667, 1.0615224838256836, 0.2637600898742676]","[27.108667373657227, 4.281674861907959, 5.6477885246276855]"
2019-11-11-14-59-19-180000,"[-0.014698266983032227, 1.068505883216858, 0.29367852210998535]","[79.9552993774414, 18.62889862060547, 6.928979873657227]","[0.04273724555969238, 0.5124927759170532, 0.5425460338592529]","[57.79075241088867, -21.245603561401367, 20.341567993164062]","[0.43030691146850586, 1.026776909828186, 0.30982303619384766]","[21.5661563873291, 7.3721418380737305, 8.719325065612793]"
2019-11-11-14-59-19-681000,"[-0.03310036659240723, 1.0687689781188965, 0.30908727645874023]","[68.17657470703125, 20.087018966674805, 4.635158538818359]","[0.043445587158203125, 0.5124342441558838, 0.5408263206481934]","[59.05282974243164, -21.291898727416992, 18.250391006469727]","[0.37430334091186523, 1.0244567394256592, 0.4222877025604248]","[4.027317523956299, 4.011784553527832, 2.676345109939575]"
2019-11-11-14-59-20-182000,"[-0.07094860076904297, 1.0835847854614258, 0.32554054260253906]","[42.806907653808594, 16.808101654052734, -0.0917176827788353]","[0.04612922668457031, 0.5125787258148193, 0.5349812507629395]","[62.687042236328125, -22.254684448242188, 16.32185935974121]","[0.23368287086486816, 1.0563668012619019, 0.5896551609039307]","[-23.64043426513672, 1.8348311185836792, -1.088487982749939]"
2019-11-11-14-59-20-683000,"[-0.1252882480621338, 1.085979700088501, 0.31738853454589844]","[12.38102912902832, 16.513822555541992, 2.44714093208313]","[0.04250454902648926, 0.5124020576477051, 0.533123254776001]","[62.17923355102539, -24.086624145507812, 17.206323623657227]","[-0.04851412773132324, 1.0576238632202148, 0.6974997520446777]","[-55.67919158935547, -1.2133287191390991, -1.100343942642212]"
2019-11-11-14-59-21-183000,"[-0.14019274711608887, 1.0807260274887085, 0.3129556179046631]","[1.190707802772522, 18.269128799438477, 3.892252206802368]","[0.03705859184265137, 0.5108063220977783, 0.5338032245635986]","[60.212745666503906, -25.459911346435547, 18.39899444580078]","[-0.23444437980651855, 0.9880692958831787, 0.6980931758880615]","[-71.69795989990234, 8.3390474319458, 3.202453136444092]"
2019-11-11-14-59-21-684000,"[-0.11076760292053223, 1.082076072692871, 0.30895519256591797]","[13.864530563354492, 17.97169303894043, 4.405860424041748]","[0.03564286231994629, 0.5108052492141724, 0.5356833934783936]","[59.371910095214844, -24.662439346313477, 18.641685485839844]","[-0.05371737480163574, 0.9862728118896484, 0.7289927005767822]","[-52.64308166503906, -0.9108163714408875, -4.575149059295654]"
2019-11-11-14-59-22-184000,"[-0.01765298843383789, 1.080346703529358, 0.30016589164733887]","[47.8773078918457, 17.446701049804688, 4.762754440307617]","[0.036688804626464844, 0.5108180046081543, 0.5345377922058105]","[60.197425842285156, -25.848217010498047, 19.41558837890625]","[0.31142306327819824, 0.8178123235702515, 0.4979698657989502]","[87.44818115234375, 12.5007905960083, -145.5886688232422]"
2019-11-11-14-59-22-687000,"[0.028673887252807617, 1.0576077699661255, 0.28444576263427734]","[65.4211654663086, 26.60857391357422, 1.7085386514663696]","[0.03362679481506348, 0.5092365741729736, 0.5361442565917969]","[59.12485122680664, -27.544572830200195, 20.769302368164062]","[0.25463128089904785, 0.9158284664154053, 0.35608673095703125]","[171.01560974121094, -9.356405258178711, -160.41766357421875]"
2019-11-11-14-59-23-188000,"[0.027093887329101562, 1.0531986951828003, 0.2816958427429199]","[65.3647232055664, 27.864154815673828, 1.5947329998016357]","[0.033501386642456055, 0.5095846652984619, 0.5347380638122559]","[59.160858154296875, -27.389245986938477, 19.88629150390625]","[0.2544100284576416, 0.922726035118103, 0.3489687442779541]","[161.7412567138672, -8.599066734313965, -154.32505798339844]"
2019-11-11-14-59-23-688000,"[0.014301300048828125, 1.0547395944595337, 0.28628110885620117]","[60.72483444213867, 27.327125549316406, 0.3105089068412781]","[0.03377580642700195, 0.5095102787017822, 0.5327363014221191]","[59.44289779663086, -27.38787269592285, 17.619274139404297]","[0.21114897727966309, 0.9611824750900269, 0.46759867668151855]","[2.0621535778045654, -31.19132423400879, -29.42452049255371]"
2019-11-11-14-59-23-957000,"[0.013510942459106445, 1.0527400970458984, 0.2851889133453369]","[61.30907440185547, 27.723602294921875, 1.0643848180770874]","[0.03457021713256836, 0.5096700191497803, 0.5328724384307861]","[59.515846252441406, -27.48661231994629, 17.887144088745117]","[0.20884394645690918, 0.9537718296051025, 0.45686793327331543]","[-4.872586727142334, -17.73564338684082, -4.458417892456055]"
2019-11-11-14-59-24-189000,"[0.015020132064819336, 1.0550438165664673, 0.28005075454711914]","[61.646080017089844, 27.054821014404297, 0.4901348650455475]","[0.03301858901977539, 0.5097354650497437, 0.5322110652923584]","[59.51776885986328, -27.40225601196289, 17.338048934936523]","[0.3162097930908203, 1.0272353887557983, 0.35718441009521484]","[73.69905853271484, -52.881378173828125, -115.47403717041016]"
2019-11-11-14-59-24-691000,"[0.01948070526123047, 1.0609714984893799, 0.272430419921875]","[64.12631225585938, 24.944957733154297, 0.01835142821073532]","[0.03383922576904297, 0.5095490217208862, 0.5326166152954102]","[59.451534271240234, -27.454051971435547, 17.46314811706543]","[0.3719789981842041, 0.9099037647247314, 0.327136754989624]","[103.01530456542969, -17.31859016418457, -128.02239990234375]"
2019-11-11-14-59-25-192000,"[0.023045778274536133, 1.0634665489196777, 0.26430249214172363]","[67.59527587890625, 23.83317756652832, 0.18372957408428192]","[0.03330373764038086, 0.5094106197357178, 0.5321600437164307]","[59.61471176147461, -27.490478515625, 17.043886184692383]","[0.4338836669921875, 0.6778252124786377, 0.3507537841796875]","[77.02176666259766, 9.295130729675293, -45.35904312133789]"
2019-11-11-14-59-25-400000,"[0.025663137435913086, 1.06362783908844, 0.2606775760650635]","[68.43777465820312, 23.9233341217041, -0.14744611084461212]","[0.03416299819946289, 0.5096181631088257, 0.532048225402832]","[59.62150192260742, -27.461763381958008, 16.943851470947266]","[0.42977094650268555, 0.6751697063446045, 0.3460872173309326]","[76.56922149658203, 8.751014709472656, -48.2998046875]"
2019-11-11-14-59-25-692000,"[0.030405282974243164, 1.0648698806762695, 0.24634361267089844]","[74.81877136230469, 23.253238677978516, 0.7528762817382812]","[0.034159183502197266, 0.5096322298049927, 0.5318670272827148]","[59.5431022644043, -27.452970504760742, 17.060943603515625]","[0.4324531555175781, 0.6711413860321045, 0.32649683952331543]","[78.3330078125, 7.979913711547852, -48.024696350097656]"
2019-11-11-14-59-26-193000,"[0.03688621520996094, 1.0558347702026367, 0.2233428955078125]","[84.00303649902344, 26.381526947021484, 1.5677521228790283]","[0.034066200256347656, 0.5095908641815186, 0.5311553478240967]","[59.48323440551758, -27.47898292541504, 16.93083381652832]","[0.45350122451782227, 0.5660587549209595, 0.2564561367034912]","[93.17288970947266, 21.86778450012207, -40.551753997802734]"
2019-11-11-14-59-26-533000,"[0.03771257400512695, 1.0564416646957397, 0.2241053581237793]","[82.85501861572266, 26.360286712646484, 0.6470333933830261]","[0.0344996452331543, 0.5093605518341064, 0.5311150550842285]","[59.42552947998047, -27.53032875061035, 16.96986961364746]","[0.4447751045227051, 0.6309479475021362, 0.30402374267578125]","[78.0900650024414, 4.3891520500183105, -42.05916976928711]"
2019-11-11-14-59-26-693000,"[0.03513288497924805, 1.057361364364624, 0.22495174407958984]","[82.45967102050781, 26.023557662963867, 0.48847174644470215]","[0.034996986389160156, 0.5091874599456787, 0.5313537120819092]","[59.454002380371094, -27.464599609375, 16.894136428833008]","[0.43860840797424316, 0.6314517259597778, 0.308673620223999]","[77.287841796875, 5.6571946144104, -43.018978118896484]"
2019-11-11-14-59-27-194000,"[0.03193354606628418, 1.057389497756958, 0.22539353370666504]","[81.80939483642578, 26.074016571044922, 0.33952629566192627]","[0.03525543212890625, 0.5094897747039795, 0.5305325984954834]","[59.424278259277344, -27.462543487548828, 16.778945922851562]","[0.43787384033203125, 0.6374467611312866, 0.30223536491394043]","[77.62890625, 5.038617134094238, -42.929134368896484]"
2019-11-11-14-59-27-510000,"[0.030939340591430664, 1.0571402311325073, 0.22606778144836426]","[81.4030532836914, 26.13823127746582, 0.22444738447666168]","[0.03465723991394043, 0.5095772743225098, 0.5307683944702148]","[59.42400360107422, -27.53586196899414, 16.646459579467773]","[0.43964147567749023, 0.6336601972579956, 0.30214715003967285]","[78.06169128417969, 5.8779497146606445, -41.6364860534668]"
2019-11-11-14-59-27-694000,"[0.030207395553588867, 1.0574443340301514, 0.22639822959899902]","[81.25081634521484, 26.042407989501953, 0.3389338552951813]","[0.03547501564025879, 0.509766697883606, 0.530928373336792]","[59.470306396484375, -27.43335723876953, 16.571136474609375]","[0.44560956954956055, 0.6359325647354126, 0.2970116138458252]","[78.9223861694336, 5.244490146636963, -40.78805923461914]"
2019-11-11-14-59-28-195000,"[0.026050090789794922, 1.0582212209701538, 0.22738194465637207]","[80.65467071533203, 25.672531127929688, 0.31996825337409973]","[0.03607892990112305, 0.5092964172363281, 0.530120849609375]","[59.49800109863281, -27.42678451538086, 16.401899337768555]","[0.45775365829467773, 0.6360896825790405, 0.28371524810791016]","[77.46109008789062, 6.666084289550781, -42.51265335083008]"
2019-11-11-14-59-28-696000,"[0.02485346794128418, 1.0569521188735962, 0.22650742530822754]","[81.23815155029297, 26.18535804748535, 0.4267215132713318]","[0.035420894622802734, 0.50968337059021, 0.5310287475585938]","[59.51046371459961, -27.39458656311035, 16.415250778198242]","[0.4432642459869385, 0.5991197824478149, 0.2823207378387451]","[85.90633392333984, 15.494022369384766, -43.27128219604492]"
